3.954163,8.686052
1.684408,2.723632
7.833003,4.742906
0.273430,2.299423
8.822375,3.002098
2.232298,3.163559
1.572195,3.361785
2.649948,2.478492
2.656637,2.110507
5.024711,9.424690
2.243703,1.704036
6.044050,9.060193
2.531776,0.546455
5.798166,6.905664
5.528147,9.450810
8.994221,3.487398
5.970735,7.738843
2.052071,1.478350
7.717428,3.202492
3.098390,9.043187
6.848058,2.222218
0.577041,1.467923
4.880609,8.869607
8.293468,2.268860
7.840354,2.170070
7.627102,3.954344
1.432264,2.415761
7.005729,9.566708
9.613601,3.253349
2.619968,1.390597
3.533546,2.712386
4.941307,7.912389
4.351866,8.246494
7.809284,4.349261
5.610950,6.898038
6.504700,2.453490
3.593060,2.115119
8.727885,3.749118
7.015512,3.865796
8.111295,2.534805
3.268780,8.485768
4.994100,8.413372
4.901467,7.649201
0.430999,1.604537
1.553849,1.635749
4.774681,9.940733
4.776747,8.095221
5.180760,9.528181
5.173910,7.415474
7.603460,4.196087
5.894972,5.002468
1.855910,1.827096
8.829587,3.672384
2.847361,0.997797
5.570315,8.073431
2.261364,2.167969
5.675217,9.188795
1.276537,1.706342
1.913756,1.706100
7.080845,9.980165
2.990620,2.591354
-0.375873,2.710964
9.803168,0.944463
2.816374,2.688884
1.530032,2.499326
4.913304,7.611976
2.568251,0.485480
2.878968,8.360763
9.716871,3.038255
1.299712,3.133384
8.472488,3.693340
3.883405,7.726931
0.882755,2.457850
4.771298,9.802856
8.561687,3.309302
0.137697,2.695284
5.744438,1.093633
6.808586,3.561660
3.724876,0.944899
6.841680,3.772624
8.311961,3.418737
8.552860,2.592588
6.992888,3.292536
9.132733,2.207146
5.834263,3.156326
3.426345,1.905973
4.283431,2.280841
2.114420,2.818636
2.516987,2.491658
4.030266,6.633852
4.736279,5.418814
5.010390,6.285461
2.952274,1.433167
5.120407,6.792166
9.230941,2.853522
4.993572,7.506808
7.930244,1.735234
2.664266,0.780925
6.058581,6.665529
7.309312,3.062483
-0.619945,1.393109
3.789145,8.721850
2.505693,2.835817
6.379948,9.028000
3.529169,5.418429
3.365689,0.696736
4.504686,8.339733
3.510391,8.638238
2.229735,1.391990
9.240223,3.465663
8.449878,4.522013
6.843026,3.643409
1.388975,2.320392
7.492366,2.408553
5.927986,8.303357
4.772542,6.836487
1.749884,4.335754
7.325607,4.527336
7.315312,3.481847
6.069025,7.131640
6.858831,5.009901
5.550272,7.493772
4.001443,9.342933
8.763854,2.816789
2.261148,2.823960
5.633708,7.792385
2.376600,2.248213
1.687723,2.490363
0.751820,2.195423
2.952896,0.556322
6.775762,0.976955
7.059880,2.259263
2.332318,1.732663
8.567374,1.097272
2.452950,1.954785
10.279330,3.024222
6.759794,2.156757
8.669922,1.860618
3.901589,1.991427
1.483731,0.871552
7.286159,3.371804
7.479422,2.415188
4.223267,9.292362
9.290367,2.742988
6.090905,5.655038
2.400352,3.015065
4.086986,7.965789
8.769482,1.083710
1.693755,1.899802
2.219945,0.790382
8.580184,2.521791
8.620350,3.307592
5.375457,7.489680
8.992994,3.790796
4.471504,7.863766
7.883390,2.140223
7.173040,3.210649
4.681033,7.963857
8.459438,2.815543
5.177475,8.143284
6.498778,6.028382
7.540572,2.231574
8.001376,3.465765
7.600996,2.255596
5.069877,8.211127
6.043061,2.964948
9.034029,2.287051
2.903385,2.381047
2.246342,3.311081
4.439665,7.427216
3.986219,8.796413
3.551010,8.808232
4.757197,7.233373
3.762914,6.586359
4.831837,7.837536
5.036788,9.134848
8.071300,4.001284
3.193493,1.981533
